user,1,2,3,4,5,6
3636,Whaler,Live,The Avengers,The Shining,New Beginning,Big Willie Style
3637,Lucy,Crash,Waiting to Exhale: The Soundtrack,Babe,Its A Mystery,Four
3638,Good Will Hunting,Daydream,Whaler,Titanic,Dangerous Beauty,The Avengers
3639,Four,Its A Mystery,Your Little Secret,Fresh Horses,New Beginning,Babe
3640,Swingers,The Lion King,Alice In Chains,Good Will Hunting,New Beginning,Collective Soul
3641,Small Soldiers,Apollo 13,Lady and the Tramp,The Parent Trap,Charlotte's Web,Swingers
3642,Another Night,Sense and Sensibility,Gone,Relish,Ballbreaker,Panasonic Digital Palmcorder Camcorder
3643,Sense and Sensibility,Lady and the Tramp,Golf My Way Collection,Ballbreaker,Jesus of Nazareth,Bridge
3644,A Bug's Life,The Princess Bride,Crazy Sexy Cool,Ballbreaker,Waiting to Exhale: The Soundtrack,Lucy
3645,New Beginning,Small Soldiers,Barney,Waiting to Exhale: The Soundtrack,Daydream,Don Henley's Greatest Hits
3646,Frankenstein,Ballbreaker,Ozzmosis,Whaler,Four,Everest
3647,One Hot Minute,Ozzmosis,New Beginning,Ballbreaker,Hell Freezes Over,Its A Mystery
3648,Small Soldiers,Great Expectations,The Avengers,Swingers,Throwing Copper,Original Musiquarium
3649,Good Will Hunting,Babe,Hamlet,Its A Mystery,Four,Your Little Secret
3650,Whaler,Olympus Stylus Zoom Compact Camera,Gone,Hamlet,Swingers,Live
3651,Olympus Stylus Zoom Compact Camera,New Beginning,Daydream,Don Henley's Greatest Hits,Titanic,Swingers
3652,Sense and Sensibility,The Woman In Me,Bridge,Home,Another Night,Cracked Rearview
3653,Bridge,Daydream,Home,Dangerous Beauty,The Infinite Sadness,Simply The Best
3654,Great Expectations,Seal (94),Crash,Bridge,Hell Freezes Over,Waiting to Exhale: The Soundtrack
3655,Starting Over,Hamlet,Small Soldiers,The Wedding Singer,Great Expectations,Armageddon
3656,Lucy,Collective Soul,Dangerous Beauty,The Truman Show,The Object Of My Affection,The Lion King
3657,Hell Freezes Over,Titanic,Apollo 13,The Parent Trap,Charlotte's Web,Seal (94)
3658,New Beginning,Babe,Collective Soul,Schindler's List,Blue's Clues,The Lion King
3659,Lucy,Babe,Four,Titanic,Lady and the Tramp,The Lion King
3660,Waiting to Exhale: The Soundtrack,Titanic,Live,You've Got Mail,Seal (94),Stunt
3661,Another Night,Ferris Bueller's Day Off,Gone,Panasonic Digital Palmcorder Camcorder,The Picture of Dorian Gray,Whaler
3662,Waiting to Exhale: The Soundtrack,Another Night,Sense and Sensibility,The Velvet Rope,New Beginning,Bridge
3663,Titanic,Crazy Sexy Cool,The Picture of Dorian Gray,Big Willie Style,Bridge,Whaler
3664,New Beginning,Schindler's List,A Bug's Life,Swingers,Alice In Chains,Sony Handycam Digital Recorder
3665,Hamlet,Your Little Secret,Crash,A Bug's Life,Swingers,Original Musiquarium
3666,Gone,Sony Handycam Digital Recorder,Ballbreaker,Small Soldiers,Babe,Whaler
3667,The Parent Trap,Golf My Way Collection,Schubert Volume 1,Bridge,Small Soldiers,Cracked Rearview
3668,The Velvet Rope,Waiting to Exhale: The Soundtrack,The Rugrats Movie,Sense and Sensibility,Great Expectations,The Muppet Movie
3669,Small Soldiers,Babe,Four,Collective Soul,Blue's Clues,The Truman Show
3670,The Parent Trap,Schindler's List,Swingers,Charlotte's Web,Crazy Sexy Cool,Stunt
3671,Four,The Truman Show,New Beginning,Ballbreaker,Babe,Your Little Secret
3672,The Woman In Me,Ballbreaker,The Rugrats Movie,Hell Freezes Over,The Wedding Singer,Blue's Clues
3673,Olympus Stylus Zoom Compact Camera,Hamlet,Schindler's List,Titanic,Armageddon,Mulan
3674,Waiting to Exhale: The Soundtrack,Home,Another Night,Cracked Rearview,Sense and Sensibility,The Year Without a Santa Claus
3675,Dangerous Beauty,Charlotte's Web,The Parent Trap,Frankenstein,Ballbreaker,Bridge
3676,New Beginning,The Horse Whisperer,The Princess Bride,The Little Mermaid,Mulan,Original Musiquarium
3677,New Beginning,Schindler's List,Live,The Parent Trap,Crazy Sexy Cool,The Woman In Me
3678,Cracked Rearview,Another Night,Don Henley's Greatest Hits,Jesus of Nazareth,Let's Play Soccer,Hamlet
3679,Your Little Secret,And Out Come Wolves,Small Soldiers,Crash,Hamlet,Its A Mystery
3680,Don Henley's Greatest Hits,The Hustler,Barney,How to Play Piano 1,Jesus of Nazareth,New Beginning
3681,Crash,Original Musiquarium,Bridge,Waiting to Exhale: The Soundtrack,Your Little Secret,Sense and Sensibility
3682,Waiting to Exhale: The Soundtrack,Small Soldiers,Don Henley's Greatest Hits,The Lion King,Barney,Games Rednecks Play
3683,The Shining,New Beginning,Schindler's List,Throwing Copper,Crazy Sexy Cool,Good Will Hunting
3684,The Hustler,Another Night,Cracked Rearview,Home,Ozzmosis,Caddyshack
3685,Ferris Bueller's Day Off,The Woman In Me,Ballbreaker,New Beginning,Babe,Another Night
3686,The Rugrats Movie,Hell Freezes Over,Blue's Clues,Morning Glory,The Woman In Me,Fresh Horses
3687,Good Will Hunting,The Object Of My Affection,Crazy Sexy Cool,How to Play Piano 1,Hamlet,Four
3688,Ballbreaker,Babe,Your Little Secret,Collective Soul,Four,The Mask of Zorro
3689,Live,The Parent Trap,New Beginning,Ozzmosis,Hell Freezes Over,The Horse Whisperer
3690,Hamlet,Whaler,Schindler's List,The Lion King,Stunt,How to Play Piano 1
3691,Its A Mystery,Collective Soul,Babe,Fresh Horses,Ballbreaker,Hamlet
3692,New Beginning,Small Soldiers,Hamlet,Starting Over,Olympus Stylus Zoom Compact Camera,Your Little Secret
3693,Panasonic Digital Palmcorder Camcorder,New Beginning,Waiting to Exhale: The Soundtrack,Bridge,Its A Mystery,Don Henley's Greatest Hits
3694,Hamlet,Games Rednecks Play,How to Play Piano 1,Sony Handycam Digital Recorder,Jesus of Nazareth,"Sharp 13"" 2-Head TV/VCR"
3695,The Parent Trap,Cracked Rearview,Hell Freezes Over,Your Little Secret,The Horse Whisperer,Schindler's List
3696,Daydream,Lucy,Vanishing Point,The Avengers,The Horse Whisperer,Great Expectations
3697,Ballbreaker,Babe,Ozzmosis,The Rugrats Movie,Its A Mystery,Collective Soul
3698,Swingers,Titanic,Crash,Lucy,Bridge,Its A Mystery
3699,Whaler,Cracked Rearview,Titanic,The Parent Trap,Gone,The Picture of Dorian Gray
3700,Your Little Secret,Four,A Bug's Life,The Truman Show,Swingers,Ferris Bueller's Day Off
3701,Lady and the Tramp,Golf My Way Collection,Jesus of Nazareth,Lucy,Collective Soul,Whaler
3702,Babe,Collective Soul,Four,Throwing Copper,And Out Come Wolves,Games Rednecks Play
3703,Lady and the Tramp,A Boy Named Goo,The Velvet Rope,Big Willie Style,Daydream,Waiting to Exhale: The Soundtrack
3704,Whaler,Cracked Rearview,Hamlet,Daydream,The Wedding Singer,The Lion King
3705,Big Willie Style,Sense and Sensibility,Lady and the Tramp,A Boy Named Goo,The Velvet Rope,Games Rednecks Play
3706,New Beginning,Hell Freezes Over,The Horse Whisperer,Caddyshack,The Parent Trap,Mulan
3707,Great Expectations,Cracked Rearview,Hell Freezes Over,Live,Apollo 13,The Year Without a Santa Claus
3708,And Out Come Wolves,Throwing Copper,Starting Over,Small Soldiers,Lucy,Its A Mystery
3709,The Parent Trap,Cracked Rearview,Home,Swingers,Gone,Sony Handycam Digital Recorder
3710,Lucy,Sony Handycam Digital Recorder,Hamlet,Babe,Whaler,Collective Soul
3711,Whaler,The Picture of Dorian Gray,Four,Its A Mystery,Ozzmosis,The Mask of Zorro
3712,Vanishing Point,A Bug's Life,Simply The Best,Lucy,Ozzmosis,The Horse Whisperer
3713,Caddyshack,The Picture of Dorian Gray,New Beginning,Small Soldiers,Your Little Secret,Ozzmosis
3714,Jesus of Nazareth,Cracked Rearview,Titanic,Golf My Way Collection,How to Play Piano 1,Bridge
3715,New Beginning,The Hustler,Caddyshack,The Picture of Dorian Gray,Let's Play Soccer,Small Soldiers
3716,The Horse Whisperer,Live,Great Expectations,Mulan,Barney,Golf My Way Collection
3717,Live,Great Expectations,Apollo 13,Olympus Stylus Zoom Compact Camera,Mulan,Barney
3718,Apollo 13,Charlotte's Web,The Rugrats Movie,Four,Sony Handycam Digital Recorder,Schindler's List
3719,Whaler,Don Henley's Greatest Hits,Great Expectations,The Woman In Me,Golf My Way Collection,Jesus of Nazareth
3720,Ballbreaker,Another Night,Its A Mystery,Hamlet,Hell Freezes Over,Crash
3721,New Beginning,Whaler,Schindler's List,Panasonic Digital Palmcorder Camcorder,Don Henley's Greatest Hits,Titanic
3722,New Beginning,Bridge,Cracked Rearview,Hell Freezes Over,Armageddon,The Hustler
3723,Hamlet,Ferris Bueller's Day Off,The Object Of My Affection,One Hot Minute,Alice In Chains,Morning Glory
3724,Morning Glory,Ballbreaker,The Woman In Me,Daydream,Ferris Bueller's Day Off,The Object Of My Affection
3725,Small Soldiers,Throwing Copper,Barney,Waiting to Exhale: The Soundtrack,Daydream,Your Little Secret
3726,Lady and the Tramp,Gone,The Picture of Dorian Gray,Ballbreaker,Collective Soul,Small Soldiers
3727,Another Night,Cracked Rearview,Home,Its A Mystery,The Mask of Zorro,Dangerous Beauty
3728,Whaler,Dangerous Beauty,Titanic,The Object Of My Affection,The Lion King,The Parent Trap
3729,New Beginning,Mulan,Sony Digital MiniDisc,Your Little Secret,The Hustler,The Horse Whisperer
3730,Caddyshack,Lady and the Tramp,Mulan,Barney,And Out Come Wolves,A Boy Named Goo
3731,Home,Titanic,The Parent Trap,Cracked Rearview,Another Night,Don Henley's Greatest Hits
3732,Lady and the Tramp,Alice In Chains,Morning Glory,Good Will Hunting,How to Play Piano 1,Sony Transportable DVD Player
3733,Ballbreaker,Ozzmosis,Everest,The Mask of Zorro,Dangerous Beauty,The Horse Whisperer
3734,Whaler,Apollo 13,Charlotte's Web,The Lion King,Lady and the Tramp,Frankenstein
3735,Games Rednecks Play,The Picture of Dorian Gray,Big Willie Style,"GPX 5"" AM/FM Portable TV",Sony DVD/CD/Video Player,New Beginning
3736,The Horse Whisperer,Mulan,Fresh Horses,New Beginning,Ballbreaker,Crash
3737,Lady and the Tramp,Ballbreaker,Games Rednecks Play,Crash,Hamlet,Waiting to Exhale: The Soundtrack
3738,Lady and the Tramp,Original Musiquarium,Bridge,Your Little Secret,Hell Freezes Over,Crash
3739,Games Rednecks Play,Hamlet,The Muppet Movie,Throwing Copper,Good Will Hunting,Small Soldiers
3740,Whaler,Daydream,Don Henley's Greatest Hits,Titanic,Great Expectations,Charlotte's Web
3741,Ballbreaker,Hell Freezes Over,The Rugrats Movie,Apollo 13,Great Expectations,Armageddon
3742,Waiting to Exhale: The Soundtrack,Don Henley's Greatest Hits,A Bug's Life,The Avengers,Barney,Daydream
3743,Bridge,Daydream,Waiting to Exhale: The Soundtrack,Don Henley's Greatest Hits,The Princess Bride,Home
3744,Bridge,Gone,Whaler,Daydream,Home,Its A Mystery
3745,How to Play Piano 1,Jesus of Nazareth,Panasonic Digital Palmcorder Camcorder,Daydream,Don Henley's Greatest Hits,Cracked Rearview
3746,New Beginning,The Shining,Hamlet,Daydream,Small Soldiers,Live
3747,Caddyshack,The Muppet Movie,Lady and the Tramp,A Boy Named Goo,Games Rednecks Play,The Picture of Dorian Gray
3748,A Boy Named Goo,The Velvet Rope,Ballbreaker,Big Willie Style,Waiting to Exhale: The Soundtrack,The Rugrats Movie
3749,Daydream,Waiting to Exhale: The Soundtrack,Don Henley's Greatest Hits,Whaler,The Avengers,Lady and the Tramp
3750,Charlotte's Web,Bridge,Waiting to Exhale: The Soundtrack,Great Expectations,Sense and Sensibility,Apollo 13
3751,Another Night,Cracked Rearview,The Rugrats Movie,Hell Freezes Over,The Year Without a Santa Claus,The Velvet Rope
3752,Olympus Stylus Zoom Compact Camera,The Parent Trap,Charlotte's Web,Crazy Sexy Cool,Good Will Hunting,New Beginning
3753,Hamlet,Whaler,Don Henley's Greatest Hits,Sense and Sensibility,Great Expectations,A Bug's Life
3754,Your Little Secret,Ozzmosis,The Horse Whisperer,Crash,Caddyshack,The Lion King
3755,Whaler,Don Henley's Greatest Hits,Home,Bridge,Daydream,Live
3756,Crash,Lucy,Your Little Secret,Titanic,Seal (94),Starting Over
3757,Hamlet,New Beginning,Small Soldiers,Your Little Secret,Ozzmosis,Armageddon
3758,Ozzmosis,The Hustler,The Avengers,The Year Without a Santa Claus,One Hot Minute,The Infinite Sadness
3759,Original Musiquarium,Starting Over,Golf My Way Collection,Hamlet,Daydream,Hell Freezes Over
3760,Great Expectations,"GPX 5"" AM/FM Portable TV",Ballbreaker,New Beginning,Ozzmosis,Small Soldiers
3761,The Hustler,Another Night,Crash,Live,The Year Without a Santa Claus,Alice In Chains
3762,Hell Freezes Over,The Year Without a Santa Claus,Ballbreaker,Waiting to Exhale: The Soundtrack,Another Night,Cracked Rearview
3763,Another Night,Sense and Sensibility,Blue's Clues,The Little Mermaid,Morning Glory,The Woman In Me
3764,Bridge,Panasonic Digital Palmcorder Camcorder,Waiting to Exhale: The Soundtrack,Crash,Sense and Sensibility,Swingers
3765,The Object Of My Affection,Charlotte's Web,Ballbreaker,Small Soldiers,Bridge,Collective Soul
3766,Crazy Sexy Cool,Ballbreaker,Good Will Hunting,Titanic,The Horse Whisperer,Morning Glory
3767,Hamlet,Games Rednecks Play,Sony Handycam Digital Recorder,How to Play Piano 1,Jesus of Nazareth,New Beginning
3768,One Hot Minute,New Beginning,Hell Freezes Over,Its A Mystery,Ozzmosis,Armageddon
3769,Starting Over,Golf My Way Collection,Jesus of Nazareth,Olympus Stylus Zoom Compact Camera,Bridge,Whaler
3770,Games Rednecks Play,Bridge,Daydream,Waiting to Exhale: The Soundtrack,Don Henley's Greatest Hits,Sense and Sensibility
3771,Bridge,Daydream,Don Henley's Greatest Hits,Small Soldiers,Babe,Blue's Clues
3772,The Picture of Dorian Gray,Big Willie Style,Sharp Copier Toner,Daydream,Waiting to Exhale: The Soundtrack,The Old Man and the Sea
3773,Panasonic Digital Palmcorder Camcorder,Alice In Chains,The Picture of Dorian Gray,Golf My Way Collection,New Beginning,Babe
3774,Bridge,Don Henley's Greatest Hits,Live,Titanic,The Parent Trap,One Hot Minute
3775,Small Soldiers,Whaler,Sense and Sensibility,Jesus of Nazareth,Apollo 13,The Wedding Singer
3776,Its A Mystery,Ozzmosis,Caddyshack,Games Rednecks Play,Fresh Horses,New Beginning
3777,Original Musiquarium,Daydream,Don Henley's Greatest Hits,Cracked Rearview,Hamlet,Home
3778,Crash,Armageddon,The Year Without a Santa Claus,Bridge,Home,Lucy
3779,Schindler's List,New Beginning,Your Little Secret,Titanic,The Little Mermaid,The Truman Show
3780,Titanic,Bridge,Waiting to Exhale: The Soundtrack,Don Henley's Greatest Hits,Lucy,Crash
3781,Let's Play Soccer,Cracked Rearview,Another Night,Lady and the Tramp,The Woman In Me,Morning Glory
3782,Lady and the Tramp,Relish,Ballbreaker,Olympus Stylus Zoom Compact Camera,Lucy,Whaler
3783,Daydream,How to Play Piano 1,Morning Glory,Alice In Chains,Original Musiquarium,The Woman In Me
3784,Don Henley's Greatest Hits,Bridge,Home,How to Play Piano 1,Daydream,Whaler
3785,How to Play Piano 1,New Beginning,The Little Mermaid,Ferris Bueller's Day Off,Schindler's List,The Object Of My Affection
3786,The Parent Trap,How to Play Piano 1,Crash,Hell Freezes Over,Hamlet,Your Little Secret
3787,Daydream,Jesus of Nazareth,Cracked Rearview,Another Night,Bridge,Hamlet
3788,Great Expectations,Mulan,Barney,Hamlet,Waiting to Exhale: The Soundtrack,Lucy
3789,Gone,Whaler,Lady and the Tramp,Original Musiquarium,Games Rednecks Play,Good Will Hunting
3790,The Wedding Singer,The Lion King,You've Got Mail,Frankenstein,Cracked Rearview,Bridge
3791,A Boy Named Goo,The Velvet Rope,"Sharp 13"" 2-Head TV/VCR",Original Musiquarium,Games Rednecks Play,Ballbreaker
3792,Another Night,Let's Play Soccer,The Hustler,Sense and Sensibility,Ferris Bueller's Day Off,Morning Glory
3793,Hell Freezes Over,Bridge,The Rugrats Movie,Ozzmosis,The Horse Whisperer,Mulan
3794,One Hot Minute,Your Little Secret,Crash,Hamlet,Ozzmosis,The Horse Whisperer
3795,The Lion King,You've Got Mail,Olympus Stylus Zoom Compact Camera,Hamlet,Bridge,Whaler
3796,Apollo 13,The Parent Trap,Gone,Small Soldiers,Waiting to Exhale: The Soundtrack,Sense and Sensibility
3797,Armageddon,The Princess Bride,Starting Over,Good Will Hunting,Lucy,Waiting to Exhale: The Soundtrack
3798,Daydream,Ozzmosis,The Rugrats Movie,The Mask of Zorro,Everest,Caddyshack
3799,Sense and Sensibility,One Hot Minute,Frankenstein,Relish,Bridge,Home
3800,Small Soldiers,The Object Of My Affection,Charlotte's Web,Blue's Clues,And Out Come Wolves,Ballbreaker
3801,Good Will Hunting,Hamlet,Bridge,How to Play Piano 1,Collective Soul,Schindler's List
3802,Whaler,Titanic,The Wedding Singer,Apollo 13,Dangerous Beauty,The Muppet Movie
3803,The Picture of Dorian Gray,Panasonic Digital Palmcorder Camcorder,New Beginning,Bridge,Waiting to Exhale: The Soundtrack,Four
3804,New Beginning,Don Henley's Greatest Hits,A Bug's Life,Schindler's List,One Hot Minute,I Love To Polka
3805,Swingers,Bridge,Lucy,Your Little Secret,Four,Its A Mystery
3806,Crash,Ferris Bueller's Day Off,Cracked Rearview,Hell Freezes Over,Lucy,Hamlet
3807,Its A Mystery,Four,Live,The Truman Show,You've Got Mail,The Parent Trap
3808,Sense and Sensibility,Blue's Clues,Ballbreaker,Bridge,Collective Soul,Small Soldiers
3809,Bridge,Don Henley's Greatest Hits,Titanic,The Parent Trap,Charlotte's Web,One Hot Minute
3810,Golf My Way Collection,Lucy,Crash,The Avengers,Vanishing Point,Lady and the Tramp
3811,Whaler,The Avengers,A Bug's Life,Gone,Good Will Hunting,Golf My Way Collection
3812,Titanic,A Bug's Life,Schindler's List,One Hot Minute,The Picture of Dorian Gray,I Love To Polka
3813,Original Musiquarium,Gone,Hamlet,Crash,The Horse Whisperer,Lady and the Tramp
3814,A Bug's Life,Titanic,Bridge,Olympus Stylus Zoom Compact Camera,Waiting to Exhale: The Soundtrack,Hamlet
3815,Daydream,Don Henley's Greatest Hits,Home,The Princess Bride,The Avengers,Live
3816,Golf My Way Collection,Ballbreaker,Lucy,Alice In Chains,Frankenstein,Whaler
3817,Live,New Beginning,Olympus Stylus Zoom Compact Camera,Daydream,Hell Freezes Over,Armageddon
3818,Crash,Lucy,Hell Freezes Over,Hamlet,Don Henley's Greatest Hits,Vanishing Point
3819,The Woman In Me,Ballbreaker,Bridge,Whaler,Another Night,Home
3820,New Beginning,The Picture of Dorian Gray,Schindler's List,The Woman In Me,The Shining,Olympus Stylus Zoom Compact Camera
3821,The Horse Whisperer,Caddyshack,A Boy Named Goo,Original Musiquarium,Big Willie Style,Hell Freezes Over
3822,Live,The Avengers,You've Got Mail,The Woman In Me,The Shining,Ballbreaker
3823,The Shining,New Beginning,You've Got Mail,Throwing Copper,Small Soldiers,Waiting to Exhale: The Soundtrack
3824,Hamlet,Original Musiquarium,Good Will Hunting,Don Henley's Greatest Hits,How to Play Piano 1,Hell Freezes Over
3825,How to Play Piano 1,Dangerous Beauty,Titanic,The Object Of My Affection,Ferris Bueller's Day Off,The Parent Trap
3826,Daydream,Big Willie Style,Waiting to Exhale: The Soundtrack,Don Henley's Greatest Hits,Home,Live
3827,Daydream,The Parent Trap,Hamlet,Small Soldiers,Home,The Hustler
3828,Lucy,Hamlet,Daydream,Babe,The Rugrats Movie,Collective Soul
3829,Don Henley's Greatest Hits,Bridge,Titanic,Swingers,The Princess Bride,Charlotte's Web
3830,Sense and Sensibility,One Hot Minute,Simply The Best,Original Musiquarium,Gone,Games Rednecks Play
3831,New Beginning,Daydream,Schindler's List,Dangerous Beauty,The Princess Bride,The Little Mermaid
